tenure,monthly_charges,total_charges,support_calls,data_usage_gb,contract_type,payment_method,internet_service,paperless_billing,is_senior,churned
10,70.52,592.4,9,25.08,month-to-month,bank_transfer,fiber,1,0,1
0,43.48,0.0,8,19.24,two-year,bank_transfer,dsl,1,0,1
20,30.58,481.57,1,1.9,month-to-month,bank_transfer,fiber,1,0,1
8,53.83,616.04,6,3.61,month-to-month,credit_card,fiber,1,0,1
29,101.57,2992.24,7,24.22,month-to-month,credit_card,fiber,1,0,1
62,58.33,3671.52,5,14.7,month-to-month,credit_card,fiber,0,1,0
11,97.25,1273.48,6,24.62,two-year,credit_card,dsl,0,0,1
0,100.27,173.45,9,6.15,two-year,electronic_check,fiber,1,0,1
7,31.08,332.36,5,25.9,two-year,bank_transfer,dsl,1,0,1
36,80.87,2698.06,7,21.03,two-year,credit_card,dsl,0,0,0
19,115.91,2097.94,6,27.26,month-to-month,bank_transfer,none,0,0,1
35,60.21,1956.77,4,11.18,month-to-month,bank_transfer,dsl,0,0,0
2,25.09,159.31,9,9.25,one-year,bank_transfer,dsl,1,0,0
23,112.33,2609.19,4,4.24,one-year,bank_transfer,none,0,0,1
29,108.37,2934.15,8,12.77,month-to-month,credit_card,dsl,0,0,1
31,72.21,2210.2,6,34.32,one-year,electronic_check,dsl,0,1,1
39,75.23,2709.85,7,40.91,month-to-month,credit_card,fiber,1,0,0
56,41.17,2297.55,8,5.64,month-to-month,credit_card,fiber,1,0,0
33,101.95,3116.04,8,15.75,month-to-month,credit_card,fiber,1,0,1
60,69.86,4270.92,6,46.81,two-year,bank_transfer,fiber,1,0,0
38,23.39,945.51,6,51.06,one-year,credit_card,none,0,0,0
18,88.3,1875.59,5,12.35,month-to-month,bank_transfer,dsl,1,0,1
16,115.05,1967.98,3,36.41,two-year,credit_card,fiber,1,0,1
23,102.92,2303.72,7,32.27,two-year,credit_card,dsl,1,0,1
43,47.72,2174.67,9,30.47,month-to-month,mailed_check,none,1,0,1
17,25.33,220.96,7,3.06,one-year,bank_transfer,none,1,0,0
65,114.04,7268.23,8,10.01,month-to-month,credit_card,dsl,0,0,1
34,113.71,3916.11,9,14.45,month-to-month,bank_transfer,fiber,0,0,1
62,73.24,4217.14,4,14.12,month-to-month,credit_card,fiber,1,0,1
49,84.23,4121.7,0,15.62,month-to-month,electronic_check,dsl,0,0,1
24,66.26,1437.2,3,54.78,month-to-month,credit_card,fiber,1,0,0
16,61.98,1006.88,8,12.7,month-to-month,bank_transfer,none,0,0,0
53,31.94,1531.16,8,21.75,month-to-month,mailed_check,dsl,1,0,1
23,29.68,746.28,5,21.19,one-year,credit_card,dsl,1,0,0
17,43.27,738.49,8,15.77,one-year,credit_card,none,1,0,0
66,103.66,7051.61,0,6.0,month-to-month,electronic_check,fiber,1,0,0
34,34.58,1176.73,7,17.44,month-to-month,mailed_check,fiber,1,0,0
3,42.67,12.71,7,1.85,month-to-month,bank_transfer,fiber,1,0,1
35,74.86,2583.07,5,23.36,two-year,electronic_check,fiber,1,0,0
33,41.51,1168.19,7,1.46,two-year,credit_card,dsl,1,0,0
62,36.32,2312.76,5,21.86,month-to-month,electronic_check,dsl,1,0,1
51,76.33,3981.31,5,9.56,one-year,credit_card,fiber,1,1,0
13,56.81,1108.91,6,6.83,one-year,electronic_check,fiber,0,1,1
10,82.62,732.92,8,28.1,two-year,credit_card,fiber,0,0,1
43,111.22,4742.29,2,11.52,month-to-month,bank_transfer,fiber,1,0,0
3,35.1,18.94,3,16.76,month-to-month,credit_card,dsl,0,0,1
22,111.34,2481.3,4,3.19,one-year,electronic_check,fiber,1,0,1
9,110.25,1049.5,2,42.96,month-to-month,electronic_check,fiber,0,0,0
1,102.91,94.9,3,18.04,month-to-month,electronic_check,none,0,0,1
66,83.13,5649.53,3,18.0,month-to-month,mailed_check,dsl,1,0,1
6,82.01,399.51,3,23.73,month-to-month,bank_transfer,dsl,0,0,0
0,83.92,147.93,4,0.69,one-year,electronic_check,fiber,1,0,0
67,89.05,6047.12,5,45.88,one-year,credit_card,none,1,0,0
13,21.65,279.65,7,12.32,month-to-month,mailed_check,none,1,0,1
58,115.81,6669.74,3,44.06,two-year,electronic_check,fiber,0,0,0
2,78.56,521.12,9,11.97,month-to-month,bank_transfer,fiber,0,0,1
11,98.15,957.1,5,9.81,two-year,bank_transfer,dsl,1,0,0
7,57.73,448.8,7,22.57,month-to-month,electronic_check,fiber,0,1,1
50,21.24,949.47,1,62.11,two-year,electronic_check,fiber,1,0,0
44,70.97,3390.52,1,36.38,two-year,electronic_check,fiber,1,0,0
34,70.72,2537.5,4,24.41,two-year,bank_transfer,dsl,0,0,1
17,63.7,981.15,4,22.31,two-year,bank_transfer,none,1,1,1
6,53.97,400.71,5,17.32,month-to-month,mailed_check,dsl,1,0,1
40,44.98,1837.85,1,42.73,one-year,electronic_check,fiber,1,0,0
16,72.75,1086.51,5,28.61,one-year,bank_transfer,fiber,0,0,1
42,57.53,2529.98,7,4.15,month-to-month,electronic_check,fiber,1,0,0
49,116.99,5790.91,8,6.87,two-year,electronic_check,fiber,0,0,1
61,37.29,2307.04,2,25.02,month-to-month,electronic_check,fiber,1,0,0
35,51.97,1812.66,3,5.77,month-to-month,electronic_check,dsl,1,0,0
0,49.4,64.66,5,17.96,two-year,mailed_check,dsl,1,0,0
20,74.33,1521.01,5,30.3,month-to-month,mailed_check,fiber,1,0,1
61,69.93,4274.59,8,22.69,month-to-month,bank_transfer,fiber,1,0,0
38,84.37,3109.91,4,4.91,month-to-month,credit_card,fiber,1,0,0
44,115.0,5314.06,7,7.24,one-year,electronic_check,dsl,0,0,1
32,48.52,1395.08,9,23.21,two-year,electronic_check,dsl,1,0,0
11,89.28,1046.23,3,57.67,month-to-month,bank_transfer,fiber,0,0,1
64,22.5,1391.96,9,15.17,one-year,mailed_check,fiber,1,0,0
55,46.24,2807.13,3,31.04,one-year,credit_card,fiber,0,1,1
71,66.37,4576.75,3,22.83,one-year,credit_card,fiber,0,0,0
61,23.1,1298.81,7,9.47,one-year,mailed_check,dsl,1,0,0
20,81.77,1489.93,6,31.29,two-year,mailed_check,dsl,0,0,0
18,87.83,1629.46,6,3.07,month-to-month,bank_transfer,dsl,1,0,1
17,94.67,1403.43,2,29.71,month-to-month,credit_card,fiber,0,0,1
66,71.66,4657.78,1,23.86,one-year,bank_transfer,dsl,0,0,0
40,80.39,2892.75,9,10.28,month-to-month,bank_transfer,dsl,1,0,1
32,59.61,1943.58,9,6.29,month-to-month,bank_transfer,none,1,0,0
69,24.13,1589.94,9,11.08,month-to-month,credit_card,dsl,1,0,0
43,30.0,1066.79,5,8.84,month-to-month,bank_transfer,fiber,0,1,1
65,85.5,5720.34,9,13.27,two-year,electronic_check,dsl,0,0,0
70,119.56,8173.05,5,12.08,month-to-month,electronic_check,dsl,0,1,1
5,21.58,227.44,0,10.27,one-year,electronic_check,dsl,0,0,0
26,75.76,1864.6,2,2.93,one-year,bank_transfer,fiber,1,0,1
52,95.1,5185.44,2,5.44,month-to-month,bank_transfer,fiber,0,0,0
58,102.68,6067.87,4,34.78,month-to-month,bank_transfer,fiber,1,0,0
10,74.52,593.99,10,10.54,month-to-month,mailed_check,none,1,0,0
22,81.99,1666.22,3,13.48,month-to-month,bank_transfer,dsl,0,0,1
39,89.67,3587.96,6,11.54,month-to-month,electronic_check,fiber,1,0,1
57,105.9,5996.94,2,43.4,one-year,bank_transfer,dsl,0,0,1
8,32.23,232.44,7,8.65,month-to-month,mailed_check,fiber,1,0,1
43,112.62,5033.5,6,8.1,month-to-month,bank_transfer,fiber,0,0,1
21,22.6,362.3,1,24.24,month-to-month,bank_transfer,dsl,1,0,1
15,103.62,1567.99,5,19.03,month-to-month,electronic_check,none,0,0,1
37,27.67,1166.98,1,24.73,month-to-month,credit_card,fiber,0,0,0
29,39.46,1265.71,9,23.62,two-year,electronic_check,dsl,0,0,0
45,20.39,893.61,7,31.85,month-to-month,bank_transfer,dsl,0,0,0
22,64.53,1376.32,10,4.77,month-to-month,mailed_check,fiber,1,0,1
59,53.44,2892.14,9,22.6,one-year,electronic_check,fiber,0,0,0
5,36.6,24.56,2,8.15,one-year,credit_card,dsl,1,0,0
62,65.11,4084.57,7,1.97,one-year,electronic_check,fiber,1,0,0
2,60.24,99.8,1,23.5,month-to-month,electronic_check,dsl,0,0,0
52,96.77,5043.28,10,22.53,one-year,electronic_check,none,0,0,1
24,109.31,2779.33,8,16.25,month-to-month,credit_card,dsl,0,1,1
27,85.26,2123.92,7,32.24,one-year,credit_card,fiber,1,0,0
1,32.44,0.0,10,8.21,month-to-month,electronic_check,fiber,0,0,0
50,49.54,2505.31,9,26.32,one-year,bank_transfer,fiber,1,0,0
11,111.33,1119.01,9,14.47,one-year,mailed_check,fiber,0,0,1
47,28.87,1571.61,1,15.37,one-year,credit_card,none,0,1,0
52,60.69,3292.17,0,2.37,month-to-month,electronic_check,dsl,0,0,0
60,114.25,6898.52,10,32.47,one-year,credit_card,dsl,1,0,1
50,115.07,6022.63,2,21.9,one-year,electronic_check,fiber,1,0,1
21,61.12,1058.69,4,25.6,month-to-month,credit_card,dsl,1,0,0
53,86.74,4596.06,0,7.21,month-to-month,bank_transfer,fiber,0,0,0
59,65.67,3929.48,6,20.07,month-to-month,credit_card,dsl,0,0,1
22,95.35,1960.52,9,14.45,month-to-month,electronic_check,none,1,0,1
8,23.16,230.39,9,22.74,one-year,bank_transfer,fiber,1,0,1
64,34.42,2036.89,6,19.4,month-to-month,electronic_check,fiber,1,0,0
10,81.42,917.78,7,49.1,one-year,credit_card,fiber,0,0,0
42,43.26,1975.6,5,39.29,one-year,electronic_check,none,1,0,1
17,86.61,1513.22,4,13.16,one-year,electronic_check,fiber,0,0,1
9,55.12,218.16,6,23.48,one-year,credit_card,fiber,1,0,0
55,108.66,5831.28,10,12.29,one-year,credit_card,fiber,0,0,1
10,101.93,1104.01,2,31.65,month-to-month,bank_transfer,dsl,1,0,1
48,69.28,3328.62,5,14.93,month-to-month,electronic_check,dsl,0,0,0
49,97.29,4363.11,6,10.93,two-year,mailed_check,dsl,1,0,0
4,47.11,374.86,6,19.87,two-year,credit_card,fiber,1,0,0
12,69.43,853.66,0,37.25,month-to-month,electronic_check,fiber,1,1,1
57,39.75,2142.89,3,33.35,two-year,electronic_check,dsl,1,0,0
36,106.09,3968.48,7,11.47,two-year,electronic_check,none,0,0,0
8,102.31,716.85,7,46.27,month-to-month,bank_transfer,dsl,1,0,1
71,110.21,7721.64,8,7.62,one-year,mailed_check,fiber,1,0,0
19,107.75,2101.0,10,9.85,one-year,bank_transfer,fiber,1,0,1
0,115.96,267.16,7,30.73,month-to-month,electronic_check,fiber,0,0,1
66,42.83,3070.32,6,1.99,month-to-month,credit_card,dsl,0,0,0
1,113.18,167.14,3,16.8,month-to-month,electronic_check,fiber,0,1,0
39,77.12,3077.04,4,13.12,one-year,mailed_check,fiber,1,1,1
71,62.25,4538.47,9,48.07,month-to-month,mailed_check,dsl,0,0,0
41,76.04,2929.09,5,6.4,one-year,bank_transfer,fiber,0,0,1
42,54.26,2375.54,7,7.09,one-year,electronic_check,fiber,1,0,1
27,48.86,1209.11,1,52.47,one-year,credit_card,dsl,1,0,1
9,44.13,444.94,1,13.24,month-to-month,electronic_check,fiber,1,0,1
41,28.24,1123.72,2,36.28,month-to-month,bank_transfer,fiber,0,1,1
64,69.66,4533.42,2,11.58,month-to-month,electronic_check,fiber,0,0,1
6,108.78,670.4,6,9.51,month-to-month,bank_transfer,fiber,1,0,1
63,83.02,4769.31,7,37.5,month-to-month,credit_card,dsl,0,1,0
29,72.1,2117.73,6,60.93,month-to-month,credit_card,fiber,1,0,1
38,62.86,2485.0,3,39.45,month-to-month,credit_card,dsl,0,1,0
11,66.44,797.73,6,10.97,one-year,bank_transfer,none,1,0,0
44,40.93,1785.53,1,16.24,month-to-month,electronic_check,fiber,0,0,0
13,102.29,1576.09,5,7.39,month-to-month,electronic_check,dsl,1,0,1
19,39.84,803.67,1,8.57,two-year,electronic_check,fiber,1,0,0
51,91.66,4740.31,0,8.19,month-to-month,electronic_check,dsl,0,1,0
3,96.0,444.67,1,11.81,two-year,bank_transfer,fiber,1,0,0
32,77.49,2534.07,1,18.27,one-year,bank_transfer,none,1,0,0
42,106.29,4329.48,5,16.75,month-to-month,bank_transfer,fiber,1,0,0
9,49.11,76.24,6,27.73,two-year,credit_card,fiber,0,0,0
21,108.16,2199.79,6,19.0,two-year,electronic_check,fiber,0,1,0
24,92.94,2344.7,4,25.91,one-year,electronic_check,fiber,1,1,1
47,99.87,4640.93,1,28.84,month-to-month,electronic_check,dsl,1,0,0
70,86.46,6172.38,0,11.14,month-to-month,electronic_check,none,1,1,0
60,104.63,6300.11,7,14.69,month-to-month,credit_card,dsl,0,0,0
13,119.31,1744.24,10,102.96,one-year,electronic_check,dsl,1,0,1
1,62.02,17.74,3,10.38,month-to-month,credit_card,dsl,0,0,1
3,101.39,374.31,2,26.96,month-to-month,mailed_check,none,0,0,1
42,94.46,4043.2,3,5.11,month-to-month,credit_card,none,1,0,1
11,65.29,943.43,2,29.42,month-to-month,bank_transfer,dsl,1,0,0
16,112.69,1547.04,2,8.98,month-to-month,bank_transfer,dsl,1,1,0
61,59.44,3557.08,5,17.21,month-to-month,credit_card,fiber,0,0,1
62,76.55,4873.38,8,4.28,two-year,bank_transfer,fiber,0,0,0
60,30.59,2067.28,7,15.92,month-to-month,credit_card,none,1,0,0
18,42.58,802.45,10,16.17,month-to-month,electronic_check,none,0,0,0
44,104.07,4535.17,3,14.26,month-to-month,mailed_check,fiber,1,0,0
43,59.66,2678.95,5,22.9,month-to-month,bank_transfer,dsl,1,0,1
13,59.41,902.64,4,35.36,one-year,bank_transfer,fiber,0,1,1
39,44.6,1685.45,0,7.06,month-to-month,mailed_check,none,1,0,0
37,69.16,2608.47,4,14.54,two-year,bank_transfer,dsl,1,0,0
28,100.58,2993.32,2,2.64,two-year,electronic_check,fiber,1,0,0
54,109.52,6197.65,5,18.81,two-year,bank_transfer,fiber,0,1,1
48,27.01,1407.87,1,6.56,two-year,bank_transfer,none,1,1,0
38,77.48,2950.86,8,16.63,month-to-month,credit_card,fiber,1,1,1
52,66.73,3461.85,9,19.38,one-year,credit_card,dsl,1,0,1
54,81.43,4480.83,10,3.21,month-to-month,electronic_check,fiber,0,1,0
40,64.73,2571.85,0,21.6,one-year,electronic_check,dsl,0,0,0
19,59.86,1165.79,1,34.21,month-to-month,credit_card,dsl,1,1,1
54,67.19,3469.58,10,25.24,month-to-month,mailed_check,none,1,0,1
51,78.2,4182.76,9,7.22,month-to-month,bank_transfer,dsl,1,0,0
70,70.1,4735.97,6,15.83,one-year,bank_transfer,none,1,0,0
10,67.21,607.28,3,17.21,one-year,mailed_check,dsl,0,0,1
30,101.78,3068.04,5,14.76,month-to-month,mailed_check,fiber,1,0,0
66,94.56,6539.61,5,4.86,month-to-month,bank_transfer,none,0,0,1
37,54.14,1939.78,9,8.3,month-to-month,credit_card,fiber,0,0,0
67,100.06,6604.12,5,13.75,one-year,credit_card,fiber,0,1,0
0,105.37,0.0,0,19.18,month-to-month,credit_card,none,1,0,1
2,35.35,319.53,7,10.33,month-to-month,electronic_check,fiber,0,0,0
57,78.27,4039.54,8,2.29,one-year,bank_transfer,fiber,1,0,0
25,48.53,1062.84,3,10.87,one-year,electronic_check,dsl,0,0,0
37,93.92,3884.73,1,49.06,two-year,credit_card,fiber,0,0,0
30,43.88,1405.03,1,21.71,one-year,bank_transfer,dsl,1,0,0
29,87.14,2361.16,9,18.77,two-year,bank_transfer,fiber,0,0,0
67,45.51,3042.88,4,8.19,month-to-month,bank_transfer,fiber,0,0,0
6,71.11,436.78,5,11.29,month-to-month,electronic_check,fiber,1,0,1
55,114.86,6444.22,10,2.09,two-year,mailed_check,none,1,0,0
64,58.13,3996.25,0,7.7,month-to-month,mailed_check,dsl,1,0,0
47,107.57,5114.07,2,20.92,one-year,electronic_check,none,1,0,0
28,118.69,3242.35,9,18.88,month-to-month,credit_card,dsl,0,0,0
11,107.49,1300.45,5,9.51,month-to-month,mailed_check,dsl,0,0,1
49,36.59,1688.17,0,14.75,month-to-month,mailed_check,fiber,0,0,0
33,101.97,3210.01,7,16.76,one-year,mailed_check,dsl,1,0,1
10,23.21,0.0,1,9.96,one-year,bank_transfer,fiber,0,0,1
25,59.33,1248.48,8,22.62,month-to-month,credit_card,fiber,0,0,0
69,107.07,7253.36,8,18.62,month-to-month,electronic_check,fiber,1,0,0
19,88.88,1512.05,9,11.64,month-to-month,bank_transfer,dsl,1,0,1
12,73.27,926.23,5,5.2,month-to-month,bank_transfer,dsl,0,0,0
49,58.79,2700.8,2,10.95,month-to-month,bank_transfer,dsl,1,0,0
14,101.23,945.67,9,10.35,two-year,electronic_check,fiber,0,0,1
66,90.96,5846.77,6,9.49,month-to-month,bank_transfer,dsl,1,0,1
61,66.84,4006.46,6,3.37,month-to-month,electronic_check,dsl,1,0,1
70,109.25,7556.68,1,40.56,month-to-month,electronic_check,fiber,1,1,0
65,42.99,3022.28,6,39.23,month-to-month,bank_transfer,none,0,0,0
17,37.04,537.65,6,14.34,month-to-month,credit_card,fiber,1,0,1
15,84.28,1396.34,3,19.11,one-year,mailed_check,dsl,0,1,1
24,117.2,2809.95,8,22.34,one-year,bank_transfer,fiber,1,0,1
33,44.73,1469.74,1,14.52,two-year,bank_transfer,dsl,1,0,0
63,44.97,2707.8,7,20.12,month-to-month,bank_transfer,dsl,1,1,0
52,33.95,1756.58,10,24.65,one-year,bank_transfer,fiber,1,0,1
46,106.06,4764.0,6,18.11,two-year,electronic_check,none,1,0,0
63,42.64,2711.82,1,27.77,two-year,credit_card,fiber,1,0,0
46,70.32,3199.28,6,9.22,two-year,mailed_check,dsl,0,0,0
27,119.09,3073.74,5,15.82,month-to-month,credit_card,fiber,1,0,0
29,21.21,763.87,6,80.68,two-year,mailed_check,none,1,0,1
37,75.65,2863.08,2,32.36,two-year,electronic_check,dsl,0,0,1
6,71.23,360.17,6,18.42,one-year,credit_card,fiber,1,0,1
53,100.74,5361.04,2,7.07,one-year,electronic_check,dsl,0,1,0
46,55.53,2541.81,6,16.44,two-year,bank_transfer,dsl,1,0,0
52,61.03,3043.42,6,30.88,month-to-month,mailed_check,fiber,0,1,0
38,36.79,1408.59,7,26.62,one-year,electronic_check,dsl,0,0,1
56,94.08,5175.33,8,2.53,one-year,bank_transfer,fiber,1,1,1
68,98.47,6554.22,9,3.51,one-year,bank_transfer,dsl,1,0,0
41,33.67,1137.05,8,3.69,one-year,mailed_check,fiber,1,0,0
31,59.35,1786.06,8,22.6,month-to-month,electronic_check,fiber,1,0,1
7,109.29,850.08,9,3.75,month-to-month,bank_transfer,fiber,0,0,1
56,20.27,1030.92,2,6.79,month-to-month,bank_transfer,fiber,0,0,0
65,49.88,3620.31,3,14.11,one-year,bank_transfer,fiber,1,0,0
50,75.5,3907.85,5,34.46,one-year,electronic_check,dsl,1,0,0
62,53.41,3507.07,5,23.38,two-year,electronic_check,dsl,1,1,0
62,47.2,3045.69,7,12.8,one-year,electronic_check,fiber,0,1,0
57,66.0,4039.93,0,28.33,one-year,electronic_check,fiber,0,0,0
36,38.15,1255.35,1,58.65,month-to-month,electronic_check,dsl,0,0,0
7,72.96,126.61,8,16.55,one-year,bank_transfer,none,1,0,1
0,90.67,0.0,9,4.9,two-year,electronic_check,dsl,0,0,1
14,77.53,1169.15,3,7.01,one-year,bank_transfer,dsl,1,1,0
31,29.31,931.34,3,6.95,two-year,mailed_check,none,0,0,1
53,104.44,5576.64,6,8.46,two-year,bank_transfer,fiber,1,0,1
32,37.5,1398.14,5,12.09,month-to-month,electronic_check,fiber,0,0,1
1,96.48,153.79,1,19.6,one-year,mailed_check,dsl,1,0,1
15,56.06,960.74,5,4.17,month-to-month,electronic_check,fiber,1,1,1
70,98.28,6738.67,9,5.01,month-to-month,bank_transfer,fiber,0,0,1
71,40.63,2720.42,8,24.5,month-to-month,electronic_check,dsl,0,0,0
27,38.67,1286.21,8,10.39,month-to-month,credit_card,fiber,0,0,1
57,69.7,3988.04,7,7.65,month-to-month,credit_card,dsl,1,0,1
51,23.29,1094.31,9,13.22,one-year,electronic_check,dsl,1,0,0
67,42.53,2756.3,2,38.58,month-to-month,electronic_check,dsl,0,0,0
63,92.4,5723.83,0,26.92,month-to-month,credit_card,dsl,1,0,0
45,103.74,4561.96,1,25.64,month-to-month,mailed_check,dsl,0,0,0
28,28.08,593.77,10,47.82,month-to-month,bank_transfer,fiber,1,1,0
45,108.21,4644.39,7,20.29,two-year,mailed_check,fiber,1,0,1
22,99.75,2165.25,2,50.74,month-to-month,electronic_check,dsl,1,0,1
25,106.97,2585.31,9,53.45,month-to-month,mailed_check,fiber,0,0,0
43,89.84,4029.19,3,4.31,two-year,electronic_check,dsl,0,1,1
41,87.42,3628.18,6,3.15,two-year,mailed_check,fiber,1,0,1
41,72.51,3012.71,2,6.53,one-year,electronic_check,fiber,0,1,0
27,85.28,2191.09,1,36.02,one-year,credit_card,fiber,1,0,0
29,111.91,3227.24,2,13.44,month-to-month,bank_transfer,fiber,1,0,1
0,30.05,54.15,2,12.14,one-year,electronic_check,dsl,1,0,1
43,51.58,2325.37,6,28.86,month-to-month,credit_card,dsl,1,1,0
41,27.25,1103.17,0,9.95,month-to-month,mailed_check,fiber,1,0,0
67,114.48,7832.03,2,18.4,month-to-month,credit_card,fiber,1,0,0
36,64.53,2324.28,6,24.49,one-year,mailed_check,fiber,0,1,1
33,87.53,3007.42,4,7.1,month-to-month,bank_transfer,none,1,1,1
4,104.11,342.96,6,5.67,month-to-month,electronic_check,dsl,0,0,1
14,119.1,1395.51,7,16.48,month-to-month,mailed_check,fiber,1,0,1
24,36.18,908.57,10,18.12,one-year,bank_transfer,fiber,1,0,0
27,99.95,2807.45,9,27.32,month-to-month,electronic_check,dsl,1,0,1
26,108.74,2913.54,2,6.38,month-to-month,credit_card,dsl,0,0,1
28,24.89,760.25,7,8.7,month-to-month,electronic_check,fiber,0,0,1
55,95.41,5195.26,6,53.09,one-year,electronic_check,dsl,1,1,1
9,55.47,378.22,6,31.85,month-to-month,credit_card,fiber,1,0,1
23,84.86,2034.54,8,14.45,two-year,credit_card,fiber,0,1,1
11,71.4,849.37,1,35.42,month-to-month,bank_transfer,fiber,1,0,1
22,45.97,927.21,4,6.4,month-to-month,credit_card,fiber,1,0,0
49,33.52,1808.89,8,13.17,month-to-month,electronic_check,fiber,1,0,0
3,31.69,0.0,9,18.01,month-to-month,credit_card,fiber,1,0,1
24,30.33,640.39,0,11.99,month-to-month,mailed_check,fiber,1,0,1
1,83.78,329.24,5,12.34,month-to-month,mailed_check,dsl,1,0,1
68,55.14,3879.81,2,26.35,two-year,mailed_check,none,0,0,0
52,41.66,2112.62,1,32.16,month-to-month,electronic_check,dsl,1,0,0
17,89.19,1559.34,0,10.97,month-to-month,credit_card,dsl,1,0,1
14,88.68,1264.74,5,4.56,month-to-month,electronic_check,fiber,1,0,0
7,73.92,105.6,7,3.63,month-to-month,electronic_check,dsl,1,0,1
34,113.5,3723.03,5,1.83,month-to-month,mailed_check,dsl,1,0,1
54,58.54,3153.53,4,47.28,month-to-month,bank_transfer,dsl,0,0,1
42,103.59,4297.29,8,26.43,month-to-month,credit_card,fiber,0,0,1
63,27.51,1770.2,7,22.45,month-to-month,mailed_check,fiber,0,0,1
24,93.98,2424.94,9,9.81,two-year,electronic_check,dsl,1,0,1
20,118.84,2328.57,3,9.76,one-year,credit_card,fiber,1,0,1
34,104.66,3399.79,2,32.9,two-year,electronic_check,dsl,0,0,1
14,77.97,1140.31,5,3.16,month-to-month,credit_card,none,0,0,1
70,82.68,5738.61,5,11.37,two-year,electronic_check,dsl,1,0,0
13,55.33,695.88,5,36.21,month-to-month,bank_transfer,fiber,0,0,1
34,87.95,2946.53,9,11.35,month-to-month,bank_transfer,fiber,0,1,0
37,97.04,3926.76,0,25.48,two-year,credit_card,fiber,0,0,0
4,119.82,143.17,5,14.91,month-to-month,credit_card,none,1,0,1
33,69.25,2227.0,4,0.56,month-to-month,bank_transfer,dsl,1,0,0
32,26.13,835.61,2,14.42,two-year,credit_card,fiber,1,0,0
18,79.59,1315.45,7,16.74,one-year,bank_transfer,fiber,0,0,1
9,31.9,422.07,8,13.55,month-to-month,electronic_check,fiber,0,0,1
3,44.48,255.43,6,5.41,month-to-month,electronic_check,dsl,1,1,1
0,52.88,0.0,0,13.67,month-to-month,electronic_check,dsl,1,0,1
34,93.1,3124.8,0,1.99,two-year,credit_card,dsl,0,0,1
6,38.38,213.49,4,11.25,month-to-month,credit_card,dsl,1,0,0
69,36.58,2508.3,7,26.95,month-to-month,electronic_check,none,1,0,0
17,24.5,404.74,3,45.54,month-to-month,mailed_check,fiber,1,0,0
46,107.32,4908.52,3,40.53,two-year,mailed_check,dsl,0,0,0
48,89.35,4326.67,9,6.24,one-year,mailed_check,fiber,0,0,1
35,23.99,952.63,0,3.81,month-to-month,electronic_check,fiber,0,0,0
63,22.83,1253.75,0,18.01,two-year,mailed_check,dsl,1,0,0
7,75.87,373.49,1,15.91,month-to-month,bank_transfer,fiber,1,1,1
16,48.25,509.72,10,24.14,two-year,electronic_check,fiber,1,0,1
18,79.67,1564.02,5,9.11,month-to-month,mailed_check,dsl,0,0,1
9,63.46,608.69,1,16.29,month-to-month,electronic_check,fiber,0,0,1
21,112.33,2434.72,3,15.62,month-to-month,bank_transfer,dsl,1,0,1
22,48.78,858.74,10,11.58,two-year,bank_transfer,dsl,1,0,1
55,87.91,5102.79,7,2.91,two-year,credit_card,fiber,0,0,1
21,25.41,442.28,2,26.67,one-year,bank_transfer,fiber,1,0,0
63,115.59,7307.4,2,18.1,month-to-month,electronic_check,none,1,0,0
55,118.08,6622.56,0,28.0,month-to-month,electronic_check,dsl,1,1,1
64,93.91,5862.19,8,32.88,month-to-month,credit_card,fiber,1,1,1
7,66.52,383.69,1,14.57,month-to-month,electronic_check,none,0,0,0
70,42.0,2966.88,3,26.79,month-to-month,bank_transfer,fiber,1,0,0
44,101.25,4883.62,3,46.26,one-year,electronic_check,none,1,1,0
70,93.64,6599.97,6,56.51,one-year,bank_transfer,none,1,0,1
25,42.2,1295.95,6,19.8,two-year,bank_transfer,fiber,1,0,0
68,65.12,4609.01,8,20.97,month-to-month,electronic_check,none,0,0,1
42,66.28,2838.96,3,19.55,month-to-month,electronic_check,fiber,1,0,0
5,102.64,364.82,4,23.53,month-to-month,electronic_check,fiber,1,0,1
29,88.38,2721.98,4,31.89,month-to-month,bank_transfer,none,0,0,0
9,84.32,534.16,0,19.24,one-year,electronic_check,fiber,1,0,1
67,84.98,5933.79,8,54.34,one-year,credit_card,dsl,0,0,0
21,47.05,1018.05,5,49.25,month-to-month,bank_transfer,dsl,1,0,1
16,57.17,517.19,5,16.7,month-to-month,electronic_check,dsl,0,0,1
39,24.57,907.15,10,16.63,two-year,electronic_check,fiber,0,0,0
30,98.69,3058.79,1,10.86,month-to-month,mailed_check,dsl,1,0,0
6,63.3,344.25,10,24.46,month-to-month,bank_transfer,dsl,1,0,0
58,63.82,3808.81,7,12.43,one-year,electronic_check,fiber,1,0,0
60,44.54,2544.9,2,10.44,one-year,bank_transfer,dsl,1,0,0
53,40.94,1973.92,7,24.07,month-to-month,electronic_check,none,0,1,0
44,78.78,3455.6,8,5.92,two-year,electronic_check,fiber,1,0,1
28,43.26,1216.01,3,32.28,two-year,electronic_check,dsl,1,1,0
39,26.42,978.12,3,24.78,month-to-month,mailed_check,dsl,0,0,1
37,96.75,3763.84,9,47.53,month-to-month,electronic_check,fiber,1,0,1
11,57.65,506.62,1,20.07,one-year,credit_card,fiber,0,0,1
